Student ID,ACT MAJ,Active Programs,Term,Course Name,Section Name ,Current Status,MIDTERM GRADE,Final Grade,Verif Grade,Cmpl Cred,Faculty Last Name,M89 Stu Recent Math Placement ,CMPL CREDS UG,Degree,Degree Desc,Majors,Major,Date**
1041802,,,16/FA,MA-117,MA-117-04,N,B-,C,C,3,Wilson,MATH.1,134,BS,Bachelor of Science,BUKDS,Business Administration,5/15/2019
429067,,,00/FA,MA-050,MA-050-51,N,B-,B-,B-,0,Dietrich,MATH.1,128,BS,Bachelor of Science,BUBK,Business Administration,5/1/2004
429067,,,01/SP,MA-105,MA-105-03,N,B-,C+,C+,3,Ford,MATH.1,128,BS,Bachelor of Science,BUBK,Business Administration,5/1/2004
429067,,,01/FA,MA-117,MA-117-01,N,B+,B-,B-,3,Vas,MATH.1,128,BS,Bachelor of Science,BUBK,Business Administration,5/1/2004
429067,,,02/SP,MA-118,MA-118-01,N,C+,B-,B-,3,Bellisio,MATH.1,128,BS,Bachelor of Science,BUBK,Business Administration,5/1/2004
476185,,,01/FA,MA-050,MA-050-01,N,C,B,B,0,Kuntz,MATH.1,128,BS,Bachelor of Science,YI,Special Education,5/1/2006
476185,,,04/SP,MA-103,MA-103-50,N,B-,B-,B-,3,Pietrzykowski,MATH.1,128,BS,Bachelor of Science,YI,Special Education,5/1/2006
1324099,HE,HE.HE.BS,21/SE,MA-050,MA-050-EOF01,N,,B,B,0,Lampell,MATH.1,15,,,,,
1324099,HE,HE.HE.BS,22/SP,MA-101,MA-101-02,N,,,,0,Dubinsky,MATH.1,15,,,,,
1319769,CO,CO.PR.BA,21/SE,MA-050,MA-050-EOF01,N,,B+,B+,0,Lampell,MATH.1,15,,,,,
406059,,,99/FA,MA-050,MA-050-02,A,A,B-,B-,0,Bellisio,MATH.1,128,BA,Bachelor of Arts,PY,Psychology,5/1/2003
406059,,,00/SP,MA-101,MA-101-05,N,C+,C,C,3,Koreen,MATH.1,128,BA,Bachelor of Arts,PY,Psychology,5/1/2003
1292522,,,21/FA,MA-050,MA-050-02,N,F,C-,C-,0,Kaub,MATH.1,78,,,,,
799288,,,10/FA,MA-050,MA-050-50,N,A,A,A,0,O'Hara,MATH.1,64,,,,,
1034487,,,16/FA,MA-203,MA-203-03,N,B+,B+,B+,3,Wacha,MATH.1,128,BA,Bachelor of Arts,EN,English,1/15/2020
1034487,,,18/SP,MA-204,MA-204-01,N,D,F,F,0,Turner,MATH.1,128,BA,Bachelor of Arts,EN,English,1/15/2020
1212550,PS,PS.BA,18/SE,MA-050,MA-050-EOF01,N,,C-,C-,0,Fure,MATH.1,105,,,,,
1212550,PS,PS.BA,19/SP,MA-105,MA-105-06,N,C,C-,C-,3,Nill,MATH.1,105,,,,,
562311,,,04/FA,MA-050,MA-050-F4,N,B,A,A,0,Bodner,MATH.1,131,BSW,Bachelor of Social Work,SW,Social Work,5/1/2008
562311,,,06/SP,MA-105,MA-105-50,N,A-,A-,A-,3,Allen,MATH.1,131,BSW,Bachelor of Social Work,SW,Social Work,5/1/2008
1118035,,,17/FA,MA-100,MA-100-01,N,F,F,F,0,Turner,MATH.1,131,BA,Bachelor of Arts,MU,Music,1/14/2022
1118035,,,18/SP,MA-100,MA-100-02,N,D-,C-,C-,3,Nill,MATH.1,131,BA,Bachelor of Arts,MU,Music,1/14/2022
627115,,,06/FA,MA-050,MA-050-01,N,B,B+,B+,0,Dietrich,MATH.1,128,BS,Bachelor of Science,BUBM,Business Administration,1/1/2011
,,,,,,,,,,,,,,MBA,Master of Business Administration,BU,Business Administration,8/28/2018
627115,,,07/SP,MA-105,MA-105-05,N,C-,B-,B-,3,Coyle,MATH.1,128,BS,Bachelor of Science,BUBM,Business Administration,1/1/2011
,,,,,,,,,,,,,,MBA,Master of Business Administration,BU,Business Administration,8/28/2018
627115,,,07/FA,MA-117,MA-117-05,N,D,C-,C-,3,Poracky,MATH.1,128,BS,Bachelor of Science,BUBM,Business Administration,1/1/2011
,,,,,,,,,,,,,,MBA,Master of Business Administration,BU,Business Administration,8/28/2018
627115,,,08/SP,MA-118,MA-118-04,N,D,C-,C-,3,Marshall,MATH.1,128,BS,Bachelor of Science,BUBM,Business Administration,1/1/2011
,,,,,,,,,,,,,,MBA,Master of Business Administration,BU,Business Administration,8/28/2018
511224,,,03/FA,MA-050,MA-050-04,N,C-,C-,C-,0,Schwartz,MATH.1,165,BA,Bachelor of Arts,"AR
ED",Art,5/1/2007
,,,,,,,,,,,,,,MSE,Master of Science in Education,EDR,Education,5/1/2011
,,,,,,,,,,,,,,,,ENDED,Education - Reading Specialist,
,,,,,,,,,,,,,,,,,Education Endorsement,
511224,,,05/S3,MA-103,MA-103-631,N,,A,A,3,Wacha,MATH.1,165,BA,Bachelor of Arts,"AR
ED",Art,5/1/2007
,,,,,,,,,,,,,,MSE,Master of Science in Education,EDR,Education,5/1/2011
,,,,,,,,,,,,,,,,ENDED,Education - Reading Specialist,
,,,,,,,,,,,,,,,,,Education Endorsement,
577765,,,04/FA,MA-050,MA-050-50,N,C,C-,C-,0,Wacha,MATH.1,128,BA,Bachelor of Arts,CO,Communication,5/1/2008
577765,,,06/SP,MA-100,MA-100-F3,N,C,B,B,3,Swartz,MATH.1,128,BA,Bachelor of Arts,CO,Communication,5/1/2008
1245269,CO,CO.MSP.BA,18/FA,MA-050,MA-050-02,N,B-,R,R,0,Rizzuto,MATH.1,105,,,,,
1245269,CO,CO.MSP.BA,19/FA,MA-050,MA-050-02,N,C-,C-,C-,0,Rizzuto,MATH.1,105,,,,,
1245269,CO,CO.MSP.BA,21/SP,MA-105,MA-105-09,N,F,B+,B+,3,Teehan,MATH.1,105,,,,,
511524,,,02/FA,MA-050,MA-050-03,N,A,A,A,0,Killmer,MATH.1,28,,,,,
511524,,,03/SP,MA-100,MA-100-04,N,D-,D,D,3,Schwartz,MATH.1,28,,,,,
632274,,,09/SP,MA-050,MA-050-50,N,C,C,C,0,Wacha,MATH.1,130,AA,Associate in Arts,GN,General Studies,5/1/2010
,,,,,,,,,,,,,,BA,Bachelor of Arts,CJ,Criminal Justice,7/1/2010
632274,,,09/FA,MA-105,MA-105-04,N,F,B-,B-,3,Moreland,MATH.1,130,AA,Associate in Arts,GN,General Studies,5/1/2010
,,,,,,,,,,,,,,BA,Bachelor of Arts,CJ,Criminal Justice,7/1/2010
1327791,PY,PY.BA,21/FA,MA-050,MA-050-01,N,C,C+,C+,0,Rosado,MATH.1,12,,,,,
769605,,,10/FA,MA-050,MA-050-01,N,C-,B-,B-,0,Ralli,MATH.1,129,BFA,Bachelor of Fine Arts,FA,Fine Arts,5/1/2014
769605,,,13/SP,MA-105,MA-105-03,N,A,B+,B+,3,Moreland,MATH.1,129,BFA,Bachelor of Fine Arts,FA,Fine Arts,5/1/2014
605703,,,06/FA,MA-050,MA-050-02,N,C+,C-,C-,0,Poracky,MATH.1,28,,,,,
605703,,,07/SP,MA-100,MA-100-05,N,B,B-,B-,3,Penge,MATH.1,28,,,,,
571610,,,04/FA,MA-050,MA-050-F1,N,A,A,A,0,Penge,MATH.1,128,BSW,Bachelor of Social Work,SW,Social Work,5/1/2008
571610,,,06/SP,MA-105,MA-105-F4,N,D,C,C,3,Smith,MATH.1,128,BSW,Bachelor of Social Work,SW,Social Work,5/1/2008
764046,,,10/SP,MA-050,MA-050-01,N,B,B-,B-,0,Dietrich,MATH.1,129,BA,Bachelor of Arts,CO,Communication,5/22/2013
764046,,,10/FA,MA-105,MA-105-03,N,B-,C+,C+,3,Dietrich,MATH.1,129,BA,Bachelor of Arts,CO,Communication,5/22/2013
1323130,UN,UN.BX,22/SP,MA-050,MA-050-01,N,,,,0,Poracky,MATH.1,14,,,,,
1143716,,,16/FA,MA-050,MA-050-50,N,B+,B+,B+,0,Ramos,MATH.1,128,BS,Bachelor of Science,HE,Health Studies,5/13/2020
1143716,,,17/SP,MA-101,MA-101-01,N,C,C+,C+,3,Poracky,MATH.1,128,BS,Bachelor of Science,HE,Health Studies,5/13/2020
1143716,,,17/SA,MA-151,MA-151-A01,N,,A-,A-,3,Bastian,MATH.1,128,BS,Bachelor of Science,HE,Health Studies,5/13/2020
571196,,,04/S3,MA-050,MA-050-E1,N,,B+,B+,0,Fure,MATH.1,40,,,,,
1333350,HS,HS.EDS.BA,22/SP,MA-050,MA-050-01,N,,,,0,Poracky,MATH.1,15,,,,,
,EDS,,,,,,,,,,,,,,,,,
490149,,,02/FA,MA-050,MA-050-02,N,A,A,A,0,Bodner,MATH.1,128,BA,Bachelor of Arts,CO,Communication,5/1/2008
490149,,,03/FA,MA-100,MA-100-03,N,C,C,C,3,Krishan,MATH.1,128,BA,Bachelor of Arts,CO,Communication,5/1/2008
498581,,,02/FA,MA-050,MA-050-02,N,B,R,R,0,Bodner,MATH.1,7,,,,,
397464,,,99/FA,MA-050,MA-050-Q2,A,B,C+,C+,0,Dietrich,MATH.1,128,BS,Bachelor of Science,YI,Special Education,1/1/2004
397464,,,00/FA,MA-103,MA-103-02,N,B,B,B,3,Bellisio,MATH.1,128,BS,Bachelor of Science,YI,Special Education,1/1/2004
465690,,,01/FA,MA-050,MA-050-01,N,C,A-,A-,0,Kuntz,MATH.1,131,BA,Bachelor of Arts,CO,Communication,1/1/2006
465690,,,02/SP,MA-100,MA-100-02,N,B-,B-,B-,3,Allen,MATH.1,131,BA,Bachelor of Arts,CO,Communication,1/1/2006
1306741,HE,HE.HE.BS,20/FA,MA-050,MA-050-02,N,A,A-,A-,0,Dietrich,MATH.1,50,,,,,
1306741,HE,HE.HE.BS,21/SP,MA-101,MA-101-01,N,NR,A-,A-,3,Palsu-Andriescu,MATH.1,50,,,,,
1306741,HE,HE.HE.BS,21/SA,MA-151,MA-151-A01,N,,B,B,3,Pang,MATH.1,50,,,,,
735995,,,08/FA,MA-050,MA-050-01,N,NR,C,C,0,Ralli,MATH.1,13,,,,,
844908,,,11/FA,MA-050,MA-050-50,N,C-,C-,C-,0,O'Hara,MATH.1,39,,,,,
1192626,,,17/FA,MA-050,MA-050-50,N,NR,C-,C-,0,Kallas,MATH.1,137,BA,Bachelor of Arts,CO,Communication,5/19/2021
1192626,,,18/SP,MA-101,MA-101-01,N,D,C+,C+,3,Poracky,MATH.1,137,BA,Bachelor of Arts,CO,Communication,5/19/2021
1192626,,,18/FA,MA-109,MA-109-01,N,F,D+,D+,4,Palsu-Andriescu,MATH.1,137,BA,Bachelor of Arts,CO,Communication,5/19/2021
1192626,,,19/SP,MA-130,MA-130-01,N,F,F,F,0,Turner,MATH.1,137,BA,Bachelor of Arts,CO,Communication,5/19/2021
1192626,,,18/FA,MA-130,MA-130-02,N,F,F,F,0,Valiquette,MATH.1,137,BA,Bachelor of Arts,CO,Communication,5/19/2021
627052,,,07/SP,MA-050,MA-050-01,N,A-,B+,B+,0,Dietrich,MATH.1,128,BA,Bachelor of Arts,MU,Music,1/1/2011
627052,,,07/FA,MA-105,MA-105-09,N,F,C,C,3,Swartz,MATH.1,128,BA,Bachelor of Arts,MU,Music,1/1/2011
1308807,PS,PS.INT.BA,,MA-050,MA-050-,NC,,,,0,,MATH.1,23,,,,,
1308807,PS,PS.INT.BA,21/SP,MA-101,MA-101-01,N,NR,C-,C-,3,Palsu-Andriescu,MATH.1,23,,,,,
1308807,PS,PS.INT.BA,21/FA,MA-205,MA-205-01,N,D-,F,F,0,Marshall,MATH.1,23,,,,,
1289942,HE,HE.HE.BS,19/FA,MA-050,MA-050-02,N,A-,A-,A-,0,Rizzuto,MATH.1,71,,,,,
1289942,HE,HE.HE.BS,21/FA,MA-101,MA-101-03,N,C-,C,C,3,Kaub,MATH.1,71,,,,,
1289942,HE,HE.HE.BS,20/SP,MA-105,MA-105-07,N,C,C-,C-,3,Zak,MATH.1,71,,,,,
1289942,HE,HE.HE.BS,21/SP,MA-151,MA-151-06,N,C,D,D,3,Mascenik,MATH.1,71,,,,,
814964,,,11/FA,MA-050,MA-050-50,N,A,A,A,0,O'Hara,MATH.1,25,,,,,
814964,,,12/SP,MA-105,MA-105-50,N,C+,B,B,3,Vigneri,MATH.1,25,,,,,
474194,,,01/FA,MA-050,MA-050-Q3,N,A,B,B,0,Bellisio,MATH.1,130,BA,Bachelor of Arts,CO,Communication,5/1/2005
474194,,,03/SP,MA-100,MA-100-02,N,B,B,B,3,Szczepanski,MATH.1,130,BA,Bachelor of Arts,CO,Communication,5/1/2005
502025,,,02/FA,MA-050,MA-050-02,N,A,A,A,0,Bodner,MATH.1,128,BA,Bachelor of Arts,AN,Anthropology,7/1/2007
502025,,,04/FA,MA-105,MA-105-03,N,D,C,C,3,Dietrich,MATH.1,128,BA,Bachelor of Arts,AN,Anthropology,7/1/2007
771511,,,10/FA,MA-050,MA-050-01,N,C-,C,C,0,Ralli,MATH.1,24,,,,,
771511,,,11/SP,MA-100,MA-100-01,N,B,C,C,3,Frankie,MATH.1,24,,,,,
1025693,,,15/FA,MA-050,MA-050-02,N,R,R,C-,0,Bodner,MATH.1,132,BS,Bachelor of Science,BUMDS,Business Administration,5/15/2019
1025693,,,16/FA,MA-105,MA-105-05,N,NR,D,D,3,Moreland,MATH.1,132,BS,Bachelor of Science,BUMDS,Business Administration,5/15/2019
1025693,,,18/SB,MA-105,MA-105-B01,N,,C+,C+,3,Nill,MATH.1,132,BS,Bachelor of Science,BUMDS,Business Administration,5/15/2019
1025693,,,18/FA,MA-117,MA-117-01,N,C,C,C,3,Marchetta,MATH.1,132,BS,Bachelor of Science,BUMDS,Business Administration,5/15/2019
653713,,,07/FA,MA-050,MA-050-50,N,B,C-,C-,0,Bodner,MATH.1,43,,,,,
653713,,,09/SP,MA-105,MA-105-02,N,A,C-,C-,3,Moreland,MATH.1,43,,,,,
653713,,,08/FA,MA-105,MA-105-50,N,D+,F,F,0,Bastian,MATH.1,43,,,,,
696146,,,07/FA,MA-050,MA-050-01,N,C+,B-,B-,0,Dietrich,MATH.1,142,BA,Bachelor of Arts,CO,Communication,1/1/2012
,,,,,,,,,,,,,,MA,Master of Arts,CPC,Corporate/Public Communication,5/20/2015
,,,,,,,,,,,,,,,,CO.ND,Graduate Certificate,
696146,,,08/SP,MA-100,MA-100-05,N,C-,B-,B-,3,Marshall,MATH.1,142,BA,Bachelor of Arts,CO,Communication,1/1/2012
,,,,,,,,,,,,,,MA,Master of Arts,CPC,Corporate/Public Communication,5/20/2015
,,,,,,,,,,,,,,,,CO.ND,Graduate Certificate,
441427,,,00/FA,MA-050,MA-050-Q2,N,B,B-,B-,0,Bellisio,MATH.1,128,BA,Bachelor of Arts,CJ,Criminal Justice,5/1/2004
441427,,,01/SP,MA-100,MA-100-Q1,N,A-,B,B,3,Nahay,MATH.1,128,BA,Bachelor of Arts,CJ,Criminal Justice,5/1/2004
1196377,,,17/FA,MA-050,MA-050-50,N,NR,C,C,0,Kallas,MATH.1,122,BS,Bachelor of Science,HEPR,Health Promotion,7/15/2021
1196377,,,18/SP,MA-105,MA-105-04,N,A-,B,B,3,Rizzuto,MATH.1,122,BS,Bachelor of Science,HEPR,Health Promotion,7/15/2021
1196377,,,18/FA,MA-117,MA-117-52,N,F,D-,D-,3,Lampell,MATH.1,122,BS,Bachelor of Science,HEPR,Health Promotion,7/15/2021
1196377,,,19/FA,MA-151,MA-151-01,N,F,C+,C+,3,Pang,MATH.1,122,BS,Bachelor of Science,HEPR,Health Promotion,7/15/2021
468638,,,01/FA,MA-050,MA-050-02,N,B,A,A,0,Bodner,MATH.1,65,,,,,
468638,,,02/SP,MA-105,MA-105-03,N,C,B-,B-,3,Dubinsky,MATH.1,65,,,,,
727179,,,08/FA,MA-050,MA-050-50,N,B+,C+,C+,0,Wacha,MATH.1,31,,,,,
727179,,,09/SP,MA-105,MA-105-05,N,D-,C-,C-,3,Bastian,MATH.1,31,,,,,
470285,,,01/FA,MA-050,MA-050-Q1,N,C,C-,C-,0,Dubinsky,MATH.1,160,BS,Bachelor of Science,BY,Biology,5/1/2007
470285,,,03/FA,MA-115,MA-115-01,A,F,D-,D-,3,Menist,MATH.1,160,BS,Bachelor of Science,BY,Biology,5/1/2007
470285,,,02/FA,MA-115,MA-115-01,N,C,F,F,0,Coyle,MATH.1,160,BS,Bachelor of Science,BY,Biology,5/1/2007
470285,,,04/SP,MA-151,MA-151-01,N,C-,B-,B-,3,Sze,MATH.1,160,BS,Bachelor of Science,BY,Biology,5/1/2007
495499,,,03/FA,MA-050,MA-050-50,N,C-,C+,C+,0,Dietrich,MATH.1,130,BA,Bachelor of Arts,CO,Communication,8/1/2007
495499,,,05/SP,MA-105,MA-105-50,N,A,C,C,3,Brower,MATH.1,130,BA,Bachelor of Arts,CO,Communication,8/1/2007
819845,,,11/FA,MA-050,MA-050-02,N,B,B,B,0,Ralli,MATH.1,16,,,,,
1320120,EDIS,IS.EDE.BA,21/FA,MA-050,MA-050-03,N,A,B,B,0,Dubinsky,MATH.1,9,,,,,
1320120,EDIS,IS.EDE.BA,22/SP,MA-105,MA-105-05,N,,,,0,Pasner,MATH.1,9,,,,,
1255103,,,18/SE,MA-050,MA-050-EOF01,N,,C,C,0,Fure,MATH.1,45,,,,,
1255103,,,18/FA,MA-105,MA-105-09,N,C-,A-,A-,3,Wacha,MATH.1,45,,,,,
921109,,,13/FA,MA-050,MA-050-01,N,B,A,A,0,Ralli,MATH.1,128,BA,Bachelor of Arts,AR,Art,5/10/2017
921109,,,14/SP,MA-100,MA-100-02,N,B,B+,B+,3,Nill,MATH.1,128,BA,Bachelor of Arts,AR,Art,5/10/2017
765239,,,09/FA,MA-050,MA-050-50,N,C-,D,D,0,Wacha,MATH.1,57,,,,,
471362,,,02/SP,MA-050,MA-050-01,N,C+,B,B,0,Schwartz,MATH.1,130,BA,Bachelor of Arts,CO,Communication,1/1/2006
471362,,,02/FA,MA-100,MA-100-03,N,A-,A-,A-,3,Szczepanski,MATH.1,130,BA,Bachelor of Arts,CO,Communication,1/1/2006
658930,,,06/FA,MA-050,MA-050-02,N,C-,C+,C+,0,Poracky,MATH.1,85,,,,,
658930,,,07/FA,MA-203,MA-203-05,N,A-,A-,A-,3,Pawloski,MATH.1,85,,,,,
658930,,,08/SP,MA-204,MA-204-02,N,B+,B-,B-,3,Pawloski,MATH.1,85,,,,,
643826,,,06/FA,MA-050,MA-050-01,N,C-,B,B,0,Dietrich,MATH.1,130,BS,Bachelor of Science,BUBA,Business Administration,5/1/2010
643826,,,07/SP,MA-105,MA-105-05,N,C,C+,C+,3,Coyle,MATH.1,130,BS,Bachelor of Science,BUBA,Business Administration,5/1/2010
643826,,,07/FA,MA-117,MA-117-04,N,C,C+,C+,3,Marshall,MATH.1,130,BS,Bachelor of Science,BUBA,Business Administration,5/1/2010
643826,,,08/SP,MA-118,MA-118-05,N,B,B,B,3,Poracky,MATH.1,130,BS,Bachelor of Science,BUBA,Business Administration,5/1/2010
644248,,,06/FA,MA-050,MA-050-01,N,C-,I,C-,0,Dietrich,MATH.1,55,,,,,
644248,,,07/FA,MA-100,MA-100-03,N,D,C,C,3,Swartz,MATH.1,55,,,,,
471072,,,02/FA,MA-050,MA-050-01,N,A,C,C,0,Kuntz,MATH.1,128,BS,Bachelor of Science,YI,Special Education,5/1/2006
471072,,,04/SP,MA-103,MA-103-03,N,A-,A-,A-,3,Penge,MATH.1,128,BS,Bachelor of Science,YI,Special Education,5/1/2006
998527,,,14/FA,MA-050,MA-050-50,N,B-,C+,C+,0,Wacha,MATH.1,131,BS,Bachelor of Science,CS,Computer Science,5/15/2019
998527,,,17/SP,MA-105,MA-105-50,N,A,C+,B,3,Wacha,MATH.1,131,BS,Bachelor of Science,CS,Computer Science,5/15/2019
998527,,,17/FA,MA-109,MA-109-01,N,B-,B,B,4,Palsu-Andriescu,MATH.1,131,BS,Bachelor of Science,CS,Computer Science,5/15/2019
493422,,,02/FA,MA-050,MA-050-03,N,A,A,A,0,Killmer,MATH.1,128,BA,Bachelor of Arts,MU,Music,5/1/2006
493422,,,03/SP,MA-100,MA-100-50,N,B-,C,C,3,Szczepanski,MATH.1,128,BA,Bachelor of Arts,MU,Music,5/1/2006
1087225,,,16/FA,MA-050,MA-050-01,N,R,R,R,0,Dietrich,MATH.1,128,BS,Bachelor of Science,BUKDS,Business Administration,5/13/2020
1087225,,,17/SP,MA-050,MA-050-50,N,A-,B-,B-,0,Ramos,MATH.1,128,BS,Bachelor of Science,BUKDS,Business Administration,5/13/2020
1087225,,,17/FA,MA-105,MA-105-04,N,C,C-,C-,3,Poracky,MATH.1,128,BS,Bachelor of Science,BUKDS,Business Administration,5/13/2020
1087225,,,18/SP,MA-117,MA-117-01,N,F,C-,C-,3,Coffey,MATH.1,128,BS,Bachelor of Science,BUKDS,Business Administration,5/13/2020
947605,,,13/FA,MA-050,MA-050-01,N,C-,C+,C+,0,Ralli,MATH.1,128,BA,Bachelor of Arts,CO,Communication,5/10/2017
947605,,,14/FA,MA-105,MA-105-03,N,C-,D+,D+,3,Poracky,MATH.1,128,BA,Bachelor of Arts,CO,Communication,5/10/2017
947605,,,14/SP,MA-105,MA-105-08,N,F,F,F,0,Kudlak,MATH.1,128,BA,Bachelor of Arts,CO,Communication,5/10/2017
968836,,,14/FA,MA-050,MA-050-01,N,C-,B+,B+,0,Dietrich,MATH.1,132,BA,Bachelor of Arts,EN,English,5/9/2018
,,,,,,,,,,,,,,,,EDS,Education - Secondary,
968836,,,15/FA,MA-100,MA-100-02,N,B,B,B,3,Nill,MATH.1,132,BA,Bachelor of Arts,EN,English,5/9/2018
,,,,,,,,,,,,,,,,EDS,Education - Secondary,
575808,,,04/FA,MA-050,MA-050-F4,N,C+,A,A,0,Bodner,MATH.1,19,,,,,
575808,,,05/FA,MA-105,MA-105-09,N,F,F,F,0,Wen,MATH.1,19,,,,,
1227232,,,18/FA,MA-105,MA-105-07,N,A-,A-,A-,3,Nill,MATH.1,21,,,,,
936711,,,13/FA,MA-050,MA-050-01,N,C+,C-,C-,0,Ralli,MATH.1,129,BFA,Bachelor of Fine Arts,FA,Fine Arts,5/10/2017
936711,,,14/SP,MA-100,MA-100-01,N,F,D,D,3,Nill,MATH.1,129,BFA,Bachelor of Fine Arts,FA,Fine Arts,5/10/2017
1050830,,,15/FA,MA-050,MA-050-01,N,R,C-,C-,0,Coffey,MATH.1,128,BA,Bachelor of Arts,AN,Anthropology,5/15/2019
1050830,,,16/SB,MA-105,MA-105-B01,N,,B-,B-,3,Coyle,MATH.1,128,BA,Bachelor of Arts,AN,Anthropology,5/15/2019
1221912,,,,MA-050,MA-050-,NC,,,,0,,MATH.1,69,,,,,
1164581,,,18/SP,MA-105,MA-105-07,N,B,B+,B+,3,Saini,MATH.1,123,BS,Bachelor of Science,BUMDS,Business Administration,5/19/2021
1164581,,,18/FA,MA-117,MA-117-52,N,D-,C,C,3,Lampell,MATH.1,123,BS,Bachelor of Science,BUMDS,Business Administration,5/19/2021
1327890,EY,ECEE.TSD.BA,21/FA,MA-050,MA-050-02,N,C+,C+,C+,0,Kaub,MATH.1,12,,,,,
508389,,,02/FA,MA-050,MA-050-03,N,A,A,A,0,Killmer,MATH.1,134,BA,Bachelor of Arts,CO,Communication,5/1/2006
508389,,,04/SP,MA-100,MA-100-51,N,B,C+,C+,3,Krishan,MATH.1,134,BA,Bachelor of Arts,CO,Communication,5/1/2006
629210,,,06/FA,MA-050,MA-050-01,N,A-,A-,A-,0,Dietrich,MATH.1,128,BA,Bachelor of Arts,CJ,Criminal Justice,1/1/2011
629210,,,07/FA,MA-105,MA-105-08,N,C+,D,D,3,Bastian,MATH.1,128,BA,Bachelor of Arts,CJ,Criminal Justice,1/1/2011
1323458,HE,HE.HE.BS,21/FA,MA-050,MA-050-03,N,C+,C,C,0,Dubinsky,MATH.1,52,,,,,
1323458,HE,HE.HE.BS,22/SP,MA-101,MA-101-01,N,,,,0,Dubinsky,MATH.1,52,,,,,
684843,,,07/FA,MA-050,MA-050-50,N,A,A,A,0,Bodner,MATH.1,31,,,,,
684843,,,08/SP,MA-105,MA-105-02,N,B,B,B,3,Swartz,MATH.1,31,,,,,
1045606,,,15/FA,MA-050,MA-050-01,N,B+,B,B,0,Coffey,MATH.1,128,BA,Bachelor of Arts,AR,Art,5/15/2019
1045606,,,16/SP,MA-107,MA-107-01,N,B-,C,C,3,Bodner,MATH.1,128,BA,Bachelor of Arts,AR,Art,5/15/2019
536875,,,04/FA,MA-050,MA-050-50,N,A,A,A,0,Wacha,MATH.1,133,BA,Bachelor of Arts,"EN
EDE",English,1/1/2009
,,,,,,,,,,,,,,MSE,Master of Science in Education,EDY,Education - Elementary K-6,1/1/2011
,,,,,,,,,,,,,,,,,Education - Special Education,
536875,,,05/FA,MA-103,MA-103-01,N,B,B+,B+,3,Penge,MATH.1,133,BA,Bachelor of Arts,"EN
EDE",English,1/1/2009
,,,,,,,,,,,,,,MSE,Master of Science in Education,EDY,Education - Elementary K-6,1/1/2011
,,,,,,,,,,,,,,,,,Education - Special Education,
693026,,,07/FA,MA-050,MA-050-02,N,A,A,A,0,Ralli,MATH.1,26,,,,,
542846,,,03/FA,MA-050,MA-050-50,N,C,C-,C-,0,Dietrich,MATH.1,55,,,,,
542846,,,05/SP,MA-105,MA-105-03,N,F,F,F,0,Swartz,MATH.1,55,,,,,
753222,,,10/SP,MA-050,MA-050-50,N,B-,C+,C+,0,Bodner,MATH.1,133,BA,Bachelor of Arts,HS,History,1/16/2015
,,,,,,,,,,,,,,,,EDE,Education - Elementary K-6,
753222,,,10/FA,MA-203,MA-203-03,N,B+,B,B,3,Allen,MATH.1,133,BA,Bachelor of Arts,HS,History,1/16/2015
,,,,,,,,,,,,,,,,EDE,Education - Elementary K-6,
753222,,,11/SP,MA-204,MA-204-50,N,D,C,C,3,Bodner,MATH.1,133,BA,Bachelor of Arts,HS,History,1/16/2015
,,,,,,,,,,,,,,,,EDE,Education - Elementary K-6,
594403,,,06/SP,MA-050,MA-050-50,N,F,F,F,0,Allen,MATH.1,18,,,,,
594403,,,05/FA,MA-050,MA-050-F4,N,F,R,R,0,Bodner,MATH.1,18,,,,,
797074,,,12/FA,MA-050,MA-050-02,N,C-,NR,C-,0,Ralli,MATH.1,128,BA,Bachelor of Arts,CO,Communication,5/22/2013
797074,,,13/SP,MA-105,MA-105-03,N,C+,B,B,3,Moreland,MATH.1,128,BA,Bachelor of Arts,CO,Communication,5/22/2013
460054,,,01/FA,MA-050,MA-050-02,N,F,A,A,0,Bodner,MATH.1,134,BA,Bachelor of Arts,PY,Psychology,1/1/2007
,,,,,,,,,,,,,,MA,Master of Arts,PC,Psychological Counseling,1/1/2009
460054,,,03/FA,MA-103,MA-103-02,N,F,F,F,0,Allen,MATH.1,134,BA,Bachelor of Arts,PY,Psychology,1/1/2007
,,,,,,,,,,,,,,MA,Master of Arts,PC,Psychological Counseling,1/1/2009
460054,,,04/SP,MA-105,MA-105-50,N,F,F,F,0,Moreland,MATH.1,134,BA,Bachelor of Arts,PY,Psychology,1/1/2007
,,,,,,,,,,,,,,MA,Master of Arts,PC,Psychological Counseling,1/1/2009
460054,,,05/SP,MA-105,MA-105-50,N,C,C-,C-,3,Brower,MATH.1,134,BA,Bachelor of Arts,PY,Psychology,1/1/2007
,,,,,,,,,,,,,,MA,Master of Arts,PC,Psychological Counseling,1/1/2009
428750,,,00/FA,MA-050,MA-050-Q3,N,C+,C-,C-,0,Schwartz,MATH.1,128,BA,Bachelor of Arts,CO,Communication,1/1/2006
428750,,,03/SP,MA-105,MA-105-50,N,D,C+,C+,3,Allen,MATH.1,128,BA,Bachelor of Arts,CO,Communication,1/1/2006
465438,,,01/FA,MA-050,MA-050-02,N,B,A,A,0,Bodner,MATH.1,28,,,,,
