ID,ACT MAJ,Active Programs,Term,Course Name,Section Name ,Current Status,MIDTERM GRADE,Final Grade,Verif Grade,Cmpl Cred,Faculty Last Name
2770932,BULOD,BUBLOD.BS,19/FA,MA-117,MA-117-02,N,B+,B+,B+,3,Poracky
2824575,HE,HE.EX.BS,19/FA,MA-050,MA-050-02,N,B,B+,B+,0,Rizzuto
2832300,HEPR,HEPR.PUHE.BS,19/FA,MA-050,MA-050-01,N,A,A,A,0,Coffey
2840396,BUBK,BUBK.BS,19/FA,MA-050,MA-050-01,N,C,C-,C-,0,Coffey
2831066,HE,HE.HE.BS,19/FA,MA-050,MA-050-02,N,A,A,A,0,Rizzuto
2716222,HE,HE.HE.BS,19/FA,MA-151,MA-151-03,N,C-,D+,D+,3,Bastian
2832314,BULOD,BUBLOD.BS,19/FA,MA-105,MA-105-06,N,C,D,D,3,Kallas
2824565,SO,SO.BA,19/FA,MA-105,MA-105-02,N,B-,B-,B-,3,Ayers
2771364,CO,CO.AC.BA,19/FA,MA-105,MA-105-05,N,B,B,B,3,Anderson
2830548,BUMDS,BUBMDS.BS,19/FA,MA-050,MA-050-01,N,A,A-,A-,0,Coffey
2808350,CO,CO.PR.BA,19/FA,MA-050,MA-050-01,N,A,A,A,0,Coffey
2834560,HEPR,HEPR.PUHE.BS,19/FA,MA-050,MA-050-01,N,B,A-,A-,0,Coffey
2818096,SW,SW.BSW,19/FA,MA-050,MA-050-01,N,B,B,B,0,Coffey
2764979,CJ,CJ.BA,19/FA,MA-151,MA-151-04,N,D,F,F,0,Pang
2823098,CO,CO.MSP.BA,19/FA,MA-050,MA-050-02,N,B,C,C,0,Rizzuto
2716759,FA,FA.GD.BFA,19/FA,MA-050,MA-050-02,N,A,A,A,0,Rizzuto
2785789,CO,CO.PR.BA,19/FA,MA-050,MA-050-02,N,C,C,C,0,Rizzuto
2835307,HE,HE.HE.BS,19/FA,MA-050,MA-050-01,N,A,A-,A-,0,Coffey
2824202,BUSBM,BUBSBM.BS,19/FA,MA-105,MA-105-52,N,C,C+,C+,3,Kaub
2837591,BUSBM,BUBSBM.BS,19/FA,MA-105,MA-105-01,N,D,C+,C+,3,Coffey
2778319,PY,PY.BA,19/FA,MA-105,MA-105-01,N,F,C-,C-,3,Coffey
2818528,HLS,HLS.BS,19/FA,MA-101,MA-101-01,N,C,C,C,3,Poracky
2731042,SO,SO.BA,19/FA,MA-109,MA-109-01,N,D,C,C,4,Palsu-Andriescu
2761141,BUBR,BUBR.BS,19/SC,MA-117,MA-117-,TR,,T,T,3,
2796259,EN,EN.BA,19/SC,MA-105,MA-105-,TR,,T,T,3,
2835828,HE,HE.HE.BS,19/SE,MA-050,MA-050-EOF01,N,,B+,B+,0,Fure
2834652,CJ,CJ.BA,19/SE,MA-050,MA-050-EOF01,N,,A-,A-,0,Fure
2834299,HLS,HLS.BS,19/SE,MA-050,MA-050-EOF01,N,,B+,B+,0,Fure
2830706,CJ,CJ.BA,19/SE,MA-050,MA-050-EOF01,N,,A,A,0,Fure
2772561,CO,CO.MSP.BA,19/SE,MA-050,MA-050-EOF01,N,,B+,B+,0,Fure
2832314,BULOD,BUBLOD.BS,19/SE,MA-050,MA-050-EOF01,N,,C+,C+,0,Fure
2824565,SO,SO.BA,19/SE,MA-050,MA-050-EOF01,N,,A-,A-,0,Fure
2784965,AR,AR.PHOTO.BA,19/SE,MA-050,MA-050-EOF01,N,,B+,B+,0,Fure
2824202,BUSBM,BUBSBM.BS,19/SE,MA-050,MA-050-EOF01,N,,B-,B-,0,Fure
2837591,BUSBM,BUBSBM.BS,19/SE,MA-050,MA-050-EOF01,N,,A-,A-,0,Fure
2800373,EN,EN.CW.BA,19/SP,MA-100,MA-100-01,N,B,B,B,3,Marshall
2802685,CO,CO.MSP.BA,19/SP,MA-105,MA-105-03,N,B,B-,B-,3,Liu
2755409,PS,PS.BA,19/SP,MA-105,MA-105-06,N,C,C-,C-,3,Nill
2767369,MU,MU.MI.BA,19/SP,MA-100,MA-100-01,N,A-,B-,B-,3,Marshall
2795209,CO,CO.MSP.BA,19/SP,MA-050,MA-050-01,N,B,C+,C+,0,Coffey
2705807,EDIS,IS.EDE.BA,19/SP,MA-109,MA-109-01,N,A,A-,A-,4,Palsu-Andriescu
2690109,EN,EN.YI.BA,19/SP,MA-204,MA-204-50,N,A,B,B,3,Wacha
2680622,HEPR,HEPR.FW.BS,19/SP,MA-100,MA-100-01,N,B+,B,B,3,Marshall
2752870,CO,CO.MSP.BA,19/SP,MA-050,MA-050-01,N,A,A-,A-,0,Coffey
2790811,CO,CO.MSP.BA,19/SP,MA-050,MA-050-01,N,R,C-,C-,0,Coffey
2769212,HEPR,HEPR.FW.BS,19/SP,MA-105,MA-105-08,N,C,C-,C-,3,Lampell
2777023,CO,CO.AC.BA,19/SP,MA-050,MA-050-01,N,B,B,B,0,Coffey
2760195,PY,PY.BA,19/SP,MA-105,MA-105-07,N,D,B-,B-,3,Marchetta
2778538,BUBA,BUBA.BS,19/SP,MA-117,MA-117-03,N,A,A,A,3,Anderson
2761141,BUBR,BUBR.BS,19/SP,MA-105,MA-105-03,N,B,D+,D+,3,Liu
2777461,BUBF,BUBF.BS,19/SP,MA-050,MA-050-01,N,A,B+,B+,0,Coffey
2722365,CO,CO.MSP.BA,19/SP,MA-105,MA-105-50,N,A-,D+,D+,3,Marchetta
2705036,PS,PS.LGS.BA,19/SP,MA-050,MA-050-01,N,B,B,B,0,Coffey
2770932,BULOD,BUBLOD.BS,19/SP,MA-105,MA-105-05,N,A,B+,B+,3,Zak
2780879,CO,CO.MSP.BA,19/SP,MA-105,MA-105-05,N,B,B+,B+,3,Zak
2717757,PY,PY.BA,19/SP,MA-105,MA-105-05,N,B+,B+,B+,3,Zak
2777789,BUSBM,BUBSBM.BS,19/SP,MA-100,MA-100-02,N,C,C,C,3,Wacha
2740785,MU,MU.MI.BA,19/SP,MA-105,MA-105-04,N,C,C-,C-,3,Zak
2770756,EN,EN.CW.BA,19/SP,MA-100,MA-100-01,N,B+,B+,B+,3,Marshall
2766080,BUBR,BUBR.BS,19/SP,MA-117,MA-117-06,N,B-,B-,B-,3,Nill
2779752,CJ,CJ.BA,19/SP,MA-105,MA-105-07,N,A,B+,B+,3,Marchetta
2764979,CJ,CJ.BA,19/SP,MA-105,MA-105-07,N,A,A,A,3,Marchetta
2772975,BUMDS,BUBMDS.BS,19/SP,MA-117,MA-117-04,N,B,B-,B-,3,Rizzuto
2778319,PY,PY.BA,19/SP,MA-050,MA-050-01,N,R,C-,C-,0,Coffey
2731042,SO,SO.BA,19/SP,MA-109,MA-109-01,N,F,D+,D+,4,Palsu-Andriescu
2830953,BUMDS,BUBMDS.BS,20/FA,MA-117,MA-117-03,N,B,A-,A-,3,Rizzuto
2834652,CJ,CJ.BA,20/FA,MA-109,MA-109-01,N,C-,C+,C+,4,Liu
2847146,SW,SW.BSW,20/FA,MA-050,MA-050-02,N,B+,B-,B-,0,Dietrich
2758279,HE,HE.HE.BS,20/FA,MA-151,MA-151-02,N,B,D+,D+,3,Battikha
2851846,CO,CO.MSP.BA,20/FA,MA-050,MA-050-02,N,A,A-,A-,0,Dietrich
2847224,HEPR,HEPR.FW.BS,20/FA,MA-050,MA-050-02,N,C,C-,P,0,Dietrich
2849600,HE,HE.HE.BS,20/FA,MA-050,MA-050-02,N,A,A-,A-,0,Dietrich
2848036,AN,AN.BA,20/FA,MA-101,MA-101-02,N,D-,C+,C+,3,Palsu-Andriescu
2766160,CO,CO.PR.BA,20/FA,MA-050,MA-050-02,N,A,A,A,0,Dietrich
2836353,SW,SW.BSW,20/FA,MA-105,MA-105-01,N,D,B,B,3,Liu
2848071,BUBK,BUBK.BS,20/FA,MA-050,MA-050-02,N,B+,A,A,0,Dietrich
2832755,EN,EN.EDE.BA,20/FA,MA-203,MA-203-02,N,NR,C,P,3,Turner
2851943,PS,PS.BA,20/FA,MA-050,MA-050-02,N,B+,A,A,0,Dietrich
2705807,EDIS,IS.EDE.BA,20/FA,MA-207,MA-207-01,N,A-,A-,A-,3,Zak
2848182,EN,EN.CW.BA,20/FA,MA-050,MA-050-02,N,A-,B-,B-,0,Dietrich
2835886,HS,HS.BA,20/FA,MA-050,MA-050-02,N,R,F,F,0,Dietrich
2813083,FA,FA.GD.BFA,20/FA,MA-100,MA-100-01,N,B,A-,A-,3,Gallagher
2774735,CO,CO.PR.BA,20/FA,MA-105,MA-105-03,N,B+,B,B,3,Lampell
2844858,CO,CO.PR.BA,20/FA,MA-050,MA-050-02,N,C+,B+,B+,0,Dietrich
2852782,HE,HE.HE.BS,20/FA,MA-050,MA-050-02,N,B-,C+,C+,0,Dietrich
2773146,BUBR,BUBR.BS,20/FA,MA-117,MA-117-03,N,A-,A-,A-,3,Rizzuto
2790015,BUOSD,BUBOSD.BS,20/FA,MA-101,MA-101-01,N,C,B,B,3,Ayers
2838122,CO,CO.PR.BA,20/FA,MA-105,MA-105-50,N,A,A,A,3,Marchetta
2849368,HE,HE.HE.BS,20/FA,MA-050,MA-050-02,N,C,R,R,0,Dietrich
2840396,BUBK,BUBK.BS,20/FA,MA-105,MA-105-04,N,C,B,B,3,Ayers
2831066,HE,HE.HE.BS,20/FA,MA-115,MA-115-03,N,C+,B+,B+,3,Teehan
2832314,BULOD,BUBLOD.BS,20/FA,MA-105,MA-105-02,N,A,A,A,3,Anderson
2834534,MU,MU.MI.BA,20/FA,MA-050,MA-050-02,N,F,C-,C-,0,Dietrich
2830943,BUSBM,BUBSBM.BS,20/FA,MA-105,MA-105-51,N,D,C,C,3,Kaub
2830548,BUMDS,BUBMDS.BS,20/FA,MA-117,MA-117-07,N,B,B+,B+,3,Judge
2846778,BY,BY.BS,20/FA,MA-050,MA-050-02,N,B,B,B,0,Dietrich
2823098,CO,CO.MSP.BA,20/FA,MA-105,MA-105-04,N,C-,C-,C-,3,Ayers
2716759,FA,FA.GD.BFA,20/FA,MA-105,MA-105-01,N,A-,A,A,3,Liu
2834159,MU,MU.MI.BA,20/FA,MA-050,MA-050-02,N,B,C,P,0,Dietrich
2835307,HE,HE.HE.BS,20/FA,MA-151,MA-151-03,N,C,B+,B+,3,Battikha
2860087,MU,MU.MI.BA,20/FA,MA-050,MA-050-02,N,B+,B-,B-,0,Dietrich
2824202,BUSBM,BUBSBM.BS,20/FA,MA-118,MA-118-01,N,A,B,B,3,Ralli
2818528,HLS,HLS.BS,20/FA,MA-130,MA-130-01,N,D+,C,P,3,Pang
2731042,SO,SO.BA,20/FA,MA-105,MA-105-06,N,D+,B,B,3,Lampell
2830953,BUMDS,BUBMDS.BS,20/SA,MA-105,MA-105-A01,N,,C+,C+,3,Zak
2825617,BUKDS,BUBKMDS.BS,20/SC,MA-117,MA-117-,TR,,T,T,3,
2769212,HEPR,HEPR.FW.BS,20/SD,MA-151,MA-151-D01,N,,B,B,3,Pang
2731042,SO,SO.BA,20/SD,MA-151,MA-151-D01,N,,A,A,3,Pang
2845315,SW,SW.BSW,20/SE,MA-050,MA-050-EOF01,N,,B+,B+,0,Lampell
2851115,BULOD,BUBLOD.BS,20/SE,MA-050,MA-050-EOF01,N,,B-,B-,0,Lampell
2848036,AN,AN.BA,20/SE,MA-050,MA-050-EOF01,N,,B,B,0,Lampell
2761141,BUBR,BUBR.BS,20/SE,MA-118,MA-118-E01,N,,A,A,3,Marchetta
2857816,CO,CO.PR.BA,20/SE,MA-050,MA-050-EOF01,N,,C+,C+,0,Lampell
2849671,BUBF,BUBF.BS,20/SE,MA-050,MA-050-EOF01,N,,B+,B+,0,Lampell
2832261,MU,MU.MI.BA,20/SP,MA-105,MA-105-02,A,I,C+,C+,3,Ayers
2830953,BUMDS,BUBMDS.BS,20/SP,MA-050,MA-050-01,N,B,A,A,0,Coffey
2834652,CJ,CJ.BA,20/SP,MA-101,MA-101-01,N,C,C,P,3,Palsu-Andriescu
2834652,CJ,CJ.BA,20/SP,MA-130,MA-130-01,N,F,D-,P,3,Pang
2834299,HLS,HLS.BS,20/SP,MA-105,MA-105-07,N,C-,C,C,3,Zak
2758279,HE,HE.HE.BS,20/SP,MA-105,MA-105-01,N,A,A,A,3,Anderson
2772501,CO,CO.PR.BA,20/SP,MA-050,MA-050-01,N,A,A,A,0,Coffey
2832801,HE,HE.HE.BS,20/SP,MA-105,MA-105-07,N,C,C-,C-,3,Zak
2835094,BUBFR,BUBFR.BS,20/SP,MA-050,MA-050-01,N,F,C-,P,0,Coffey
2836353,SW,SW.BSW,20/SP,MA-050,MA-050-01,N,C,B-,B-,0,Coffey
2831761,PS,PS.INT.BA,20/SP,MA-105,MA-105-06,N,B,A-,A-,3,Lampell
2837457,CO,CO.MSP.BA,20/SP,MA-050,MA-050-01,N,C,B,B,0,Coffey
2705807,EDIS,IS.EDE.BA,20/SP,MA-206,MA-206-01,N,B+,A-,A-,3,Poracky
2737597,HEPE,HEPE.BS,20/SP,MA-151,MA-151-50,N,D-,B+,B+,3,Battikha
2680622,HEPR,HEPR.FW.BS,20/SP,MA-105,MA-105-03,N,A,A,P,3,Lampell
2752870,CO,CO.MSP.BA,20/SP,MA-105,MA-105-01,N,A,A,A,3,Anderson
2774838,PY,PY.BA,20/SP,MA-050,MA-050-01,N,A,A,A,0,Coffey
2777461,BUBF,BUBF.BS,20/SP,MA-117,MA-117-05,N,C,B-,P,3,Coffey
2772561,CO,CO.MSP.BA,20/SP,MA-105,MA-105-03,N,F,D+,P,3,Lampell
2825617,BUKDS,BUBKMDS.BS,20/SP,MA-105,MA-105-01,N,A,B+,B+,3,Anderson
2773146,BUBR,BUBR.BS,20/SP,MA-105,MA-105-03,N,B+,B,P,3,Lampell
2765948,SW,SW.BSW,20/SP,MA-105,MA-105-02,N,A,A,A,3,Ayers
2722498,MLS,MLS.BS,20/SP,MA-151,MA-151-02,N,A,A,A,3,Pang
2705036,PS,PS.LGS.BA,20/SP,MA-105,MA-105-50,N,A,A,A,3,Teehan
2824575,HE,HE.EX.BS,20/SP,MA-105,MA-105-01,N,B,B-,B-,3,Anderson
2838122,CO,CO.PR.BA,20/SP,MA-050,MA-050-01,N,B,B,B,0,Coffey
2832300,HEPR,HEPR.PUHE.BS,20/SP,MA-105,MA-105-02,N,A-,B-,B-,3,Ayers
2831066,HE,HE.HE.BS,20/SP,MA-101,MA-101-01,N,A,A-,A-,3,Palsu-Andriescu
2832314,BULOD,BUBLOD.BS,20/SP,MA-105,MA-105-03,N,D+,D+,D+,3,Lampell
2766080,BUBR,BUBR.BS,20/SP,MA-118,MA-118-02,N,B+,A,A,3,Ralli
2831152,CO,CO.MSP.BA,20/SP,MA-050,MA-050-01,N,C-,C,C,0,Coffey
2830943,BUSBM,BUBSBM.BS,20/SP,MA-050,MA-050-01,N,B,C+,C+,0,Coffey
2830548,BUMDS,BUBMDS.BS,20/SP,MA-101,MA-101-01,N,A,B+,B+,3,Palsu-Andriescu
2808350,CO,CO.PR.BA,20/SP,MA-105,MA-105-03,N,A,A,A,3,Lampell
2834560,HEPR,HEPR.PUHE.BS,20/SP,MA-101,MA-101-01,N,D,B+,B+,3,Palsu-Andriescu
2818096,SW,SW.BSW,20/SP,MA-101,MA-101-01,N,B,D+,P,3,Palsu-Andriescu
2823098,CO,CO.MSP.BA,20/SP,MA-105,MA-105-01,N,F,F,F,0,Anderson
2785789,CO,CO.PR.BA,20/SP,MA-105,MA-105-01,N,B,B,B,3,Anderson
2835307,HE,HE.HE.BS,20/SP,MA-105,MA-105-08,N,D,B,B,3,Pang
2784965,AR,AR.PHOTO.BA,20/SP,MA-105,MA-105-03,N,D+,D,D,3,Lampell
2824202,BUSBM,BUBSBM.BS,20/SP,MA-117,MA-117-03,N,C,B-,B-,3,Rizzuto
2834678,HEPR,HEPR.FW.BS,20/SP,MA-050,MA-050-01,N,A,B,B,0,Coffey
2865079,BY,BY.MC.BS,21/FA,MA-101,MA-101-03,N,A-,A-,A-,3,Kaub
2845315,SW,SW.BSW,21/FA,MA-105,MA-105-07,N,C,B-,B-,3,Dubinsky
2851115,BULOD,BUBLOD.BS,21/FA,MA-117,MA-117-07,N,D-,C+,C+,3,Epstein
2864478,BUBR,BUBR.BS,21/FA,MA-050,MA-050-01,N,B+,B+,B+,0,Rosado
2873291,UN,UN.BX,21/FA,MA-050,MA-050-02,N,B-,C+,C+,0,Kaub
2865727,HEPE,HEPE.ED.BS,21/FA,MA-050,MA-050-03,N,B+,B+,B+,0,Dubinsky
2871468,CJ,CJ.BA,21/FA,MA-050,MA-050-03,N,F,F,F,0,Dubinsky
2847033,CO,CO.AC.BA,21/FA,MA-105,MA-105-04,N,NR,C,C,3,Pasner
2862426,PY,PY.BA,21/FA,MA-050,MA-050-03,N,C,C+,C+,0,Dubinsky
2854165,BUBR,BUBR.BS,21/FA,MA-105,MA-105-06,N,C,C,C,3,Dandola-Depaolo
2873764,UN,UN.BX,21/FA,MA-050,MA-050-02,N,B,C,C,0,Kaub
2850982,PY,PY.BA,21/FA,MA-050,MA-050-01,N,A,A,A,0,Rosado
2847224,HEPR,HEPR.FW.BS,21/FA,MA-151,MA-151-50,N,B-,B+,B+,3,Marchetta
2870650,PY,PY.BA,21/FA,MA-050,MA-050-01,N,C,C+,C+,0,Rosado
2851666,PS,PS.INT.BA,21/FA,MA-205,MA-205-01,N,D-,F,F,0,Marshall
2832801,HE,HE.HE.BS,21/FA,MA-101,MA-101-03,N,C-,C,C,3,Kaub
2862979,EDIS,IS.EDE.BA,21/FA,MA-050,MA-050-03,N,A,B,B,0,Dubinsky
2870749,EY,ECEE.TSD.BA,21/FA,MA-050,MA-050-02,N,C+,C+,C+,0,Kaub
2866317,HE,HE.HE.BS,21/FA,MA-050,MA-050-03,N,C+,C,C,0,Dubinsky
2866526,UN,UN.BX,21/FA,MA-050,MA-050-02,N,A,A,A,0,Kaub
2848036,AN,AN.BA,21/FA,MA-105,MA-105-07,N,A,A,A,3,Dubinsky
2864225,HE,HE.EX.BS,21/FA,MA-050,MA-050-03,N,D-,R,R,0,Dubinsky
2863183,HS,HS.BA,21/FA,MA-050,MA-050-03,N,C-,R,R,0,Dubinsky
2848071,BUBK,BUBK.BS,21/FA,MA-117,MA-117-05,N,C-,C,C,3,Kallas
2851943,PS,PS.BA,21/FA,MA-105,MA-105-06,N,A,A-,A-,3,Dandola-Depaolo
2865528,CO,CO.MSP.BA,21/FA,MA-105,MA-105-03,N,C+,C,C,3,Lampell
2867046,HE,HE.HE.BS,21/FA,MA-050,MA-050-01,N,B-,C+,C+,0,Rosado
2861825,NU,NU.PL.BSN,21/FA,MA-050,MA-050-01,N,A,A,A,0,Rosado
2848182,EN,EN.CW.BA,21/FA,MA-100,MA-100-02,N,B,B,B,3,Mattaliano
