ID,ACT MAJ,Active Programs,Term,Course Name,Section Name ,Current Status,MIDTERM GRADE,Final Grade,Verif Grade,Cmpl Cred,Faculty Last Name
2705807,EDIS,IS.EDE.BA,19/FA,MA-205,MA-205-01,N,A-,A-,A-,3,Zak
2813083,FA,FA.GD.BFA,19/FA,MA-050,MA-050-01,N,C,C+,C+,0,Coffey
2769212,HEPR,HEPR.FW.BS,19/FA,MA-151,MA-151-02,N,F,F,F,0,Darmon
2777023,CO,CO.AC.BA,19/FA,MA-105,MA-105-07,N,NR,C,C,3,Marchetta
2777461,BUBF,BUBF.BS,19/FA,MA-105,MA-105-05,N,C-,B+,B+,3,Anderson
2825617,BUKDS,BUBKMDS.BS,19/FA,MA-050,MA-050-01,N,B,B,B,0,Coffey
2828944,EN,EN.BA,19/FA,MA-050,MA-050-01,N,B,B-,B-,0,Coffey
2773146,BUBR,BUBR.BS,19/FA,MA-050,MA-050-02,N,A,A,A,0,Rizzuto
2790015,BUOSD,BUBOSD.BS,19/FA,MA-001,MA-001-,TR,,,T,3,
2765948,SW,SW.BSW,19/FA,MA-050,MA-050-02,N,A,A,A,0,Rizzuto
