New iD,Active Majors,GPA UG Cum,Reporting Year,Term,Course Name,Current Status,Verif Grade,M89 Stu Recent Math Placement 
939300,,3.302,0,,MA-050,NC,,MATH.4
939300,,3.302,0,,MA-101,NC,,MATH.4
939300,,3.302,0,,MA-109,NC,,MATH.4
939300,,3.302,0,,MA-115,NC,,MATH.4
939300,,3.302,2014,14/FA,MA-125,N,A,MATH.4
1211981,,3.416,0,,MA-050,NC,,MATH.4
1211981,,3.416,0,,MA-101,NC,,MATH.4
1211981,,3.416,0,,MA-109,NC,,MATH.4
1211981,,3.416,0,,MA-115,NC,,MATH.4
1211981,,3.416,2018,18/FA,MA-125,N,B-,MATH.4
1261886,CS,2.985,0,,MA-050,NC,,MATH.2
1261886,CS,2.985,2020,20/FA,MA-101,N,A,MATH.2
1261886,CS,2.985,2020,21/SP,MA-109,N,A,MATH.2
1261886,CS,2.985,2021,21/FA,MA-125,N,C,MATH.2
880421,,3.9,0,,MA-050,NC,,MATH.4
880421,,3.9,0,,MA-101,NC,,MATH.4
880421,,3.9,0,,MA-109,NC,,MATH.4
880421,,3.9,0,,MA-115,NC,,MATH.4
880421,,3.9,2012,12/FA,MA-125,N,A,MATH.4
925955,,3.899,0,,MA-050,NC,,MATH.4
925955,,3.899,0,,MA-101,NC,,MATH.4
925955,,3.899,0,,MA-109,NC,,MATH.4
925955,,3.899,0,,MA-115,NC,,MATH.4
925955,,3.899,2013,13/FA,MA-125,N,A,MATH.4
1203959,,2.213,0,,MA-050,NC,,MATH.3
1203959,,2.213,0,,MA-101,NC,,MATH.3
1203959,,2.213,2017,17/FA,MA-125,N,B,MATH.3
1288086,CO,2.224,0,,MA-050,NC,,MATH.4
1288086,CO,2.224,0,,MA-101,NC,,MATH.4
1288086,CO,2.224,0,,MA-109,NC,,MATH.4
1288086,CO,2.224,0,,MA-115,NC,,MATH.4
1288086,CO,2.224,2019,19/FA,MA-125,N,B,MATH.4
1134031,,3,2016,17/SB,MA-125,N,B,
984100,,3.744,0,,MA-050,NC,,MATH.4
984100,,3.744,0,,MA-101,NC,,MATH.4
984100,,3.744,0,,MA-109,NC,,MATH.4
984100,,3.744,0,,MA-115,NC,,MATH.4
984100,,3.744,2014,14/FA,MA-125,N,B,MATH.4
935075,,2.938,0,,MA-050,NC,,MATH.4
935075,,2.938,0,,MA-101,NC,,MATH.4
935075,,2.938,0,,MA-109,NC,,MATH.4
935075,,2.938,0,,MA-115,NC,,MATH.4
935075,,2.938,2014,14/FA,MA-125,N,B-,MATH.4
1131460,,2.82,0,,MA-050,NC,,MATH.3
1131460,,2.82,0,,MA-101,NC,,MATH.3
1131460,,2.82,2016,17/SP,MA-125,D,W,MATH.3
1306205,CS,2.735,0,,MA-050,NC,,MATH.3
1306205,CS,2.735,0,,MA-101,NC,,MATH.3
1306205,CS,2.735,2020,21/SP,MA-109,N,B-,MATH.3
1306205,CS,2.735,2021,21/FA,MA-125,N,D+,MATH.3
1306205,CS,2.735,2021,22/SP,MA-125,N,,MATH.3
957728,,2.997,0,,MA-050,NC,,MATH.2
957728,,2.997,2014,14/FA,MA-109,N,B,MATH.2
957728,,2.997,2015,15/FA,MA-125,D,W,MATH.2
957728,,2.997,2016,16/FA,MA-125,N,C-,MATH.2
874982,,3.803,0,,MA-050,NC,,MATH.4
874982,,3.803,0,,MA-101,NC,,MATH.4
874982,,3.803,0,,MA-109,NC,,MATH.4
874982,,3.803,0,,MA-115,NC,,MATH.4
874982,,3.803,2013,13/FA,MA-125,N,A-,MATH.4
954026,,3.224,0,,MA-050,NC,,MATH.3
954026,,3.224,0,,MA-050,NC,,MATH.3
954026,,3.224,0,,MA-101,NC,,MATH.3
954026,,3.224,2013,13/FA,MA-109,N,C+,MATH.3
954026,,3.224,2013,14/SP,MA-125,N,F,MATH.3
810078,,3.328,0,,MA-050,NC,,MATH.4
810078,,3.328,0,,MA-101,NC,,MATH.4
810078,,3.328,0,,MA-109,NC,,MATH.4
810078,,3.328,0,,MA-115,NC,,MATH.4
810078,,3.328,2011,11/FA,MA-125,N,B+,MATH.4
762488,,3.286,0,,MA-050,NC,,MATH.2
762488,,3.286,2009,09/FA,MA-101,N,B,MATH.2
762488,,3.286,2009,10/SP,MA-109,N,C,MATH.2
762488,,3.286,2010,10/FA,MA-125,N,B-,MATH.2
1284186,MA,3.461,0,,MA-050,NC,,MATH.4
,EDS,,,,,,,
1284186,MA,3.461,0,,MA-101,NC,,MATH.4
,EDS,,,,,,,
1284186,MA,3.461,0,,MA-109,PR,,MATH.4
,EDS,,,,,,,
1284186,MA,3.461,0,,MA-115,NC,,MATH.4
,EDS,,,,,,,
1284186,MA,3.461,2019,19/FA,MA-109,TR,T,MATH.4
,EDS,,,,,,,
1284186,MA,3.461,2020,20/FA,MA-125,N,B+,MATH.4
,EDS,,,,,,,
949243,,2.989,0,,MA-050,NC,,MATH.4
949243,,2.989,0,,MA-101,NC,,MATH.4
949243,,2.989,0,,MA-109,NC,,MATH.4
949243,,2.989,0,,MA-115,NC,,MATH.4
949243,,2.989,0,,MA-109,TR,T,MATH.4
949243,,2.989,2013,13/FA,MA-125,N,A,MATH.4
949243,,2.989,2014,14/FA,MA-105,W,W,MATH.4
1087717,,3.707,0,,MA-050,NC,,MATH.4
1087717,,3.707,0,,MA-101,NC,,MATH.4
1087717,,3.707,0,,MA-109,NC,,MATH.4
1087717,,3.707,0,,MA-115,NC,,MATH.4
1087717,,3.707,2017,17/FA,MA-125,N,A,MATH.4
1209642,,3.553,0,,MA-050,NC,,MATH.4
1209642,,3.553,0,,MA-101,NC,,MATH.4
1209642,,3.553,0,,MA-109,NC,,MATH.4
1209642,,3.553,0,,MA-115,NC,,MATH.4
1209642,,3.553,2018,18/FA,MA-125,N,A,MATH.4
777136,,3.217,0,,MA-050,NC,,MATH.4
777136,,3.217,0,,MA-101,NC,,MATH.4
777136,,3.217,0,,MA-109,NC,,MATH.4
777136,,3.217,0,,MA-115,NC,,MATH.4
777136,,3.217,2012,12/FA,MA-125,N,A-,MATH.4
851291,,2.984,0,,MA-050,NC,,MATH.4
851291,,2.984,0,,MA-101,NC,,MATH.4
851291,,2.984,0,,MA-109,NC,,MATH.4
851291,,2.984,0,,MA-115,NC,,MATH.4
851291,,2.984,2011,11/FA,MA-125,N,A,MATH.4
840104,,3.876,0,,MA-050,NC,,MATH.4
840104,,3.876,0,,MA-101,NC,,MATH.4
840104,,3.876,0,,MA-109,NC,,MATH.4
840104,,3.876,0,,MA-115,NC,,MATH.4
840104,,3.876,2011,12/SP,MA-125,N,A,MATH.4
1006264,,2.859,0,,MA-050,NC,,MATH.4
1006264,,2.859,0,,MA-101,NC,,MATH.4
1006264,,2.859,0,,MA-109,NC,,MATH.4
1006264,,2.859,0,,MA-115,NC,,MATH.4
1006264,,2.859,2014,15/SP,MA-125,N,B-,MATH.4
792172,,3.054,0,,MA-050,NC,,MATH.2
792172,,3.054,2010,11/SA,MA-109,TR,T,MATH.2
792172,,3.054,2011,11/FA,MA-125,N,D,MATH.2
792172,,3.054,2011,12/SP,MA-125,N,B-,MATH.2
1302755,CS,3.141,0,,MA-050,NC,,MATH.3
1302755,CS,3.141,0,,MA-101,NC,,MATH.3
1302755,CS,3.141,2020,21/SP,MA-109,N,B+,MATH.3
1302755,CS,3.141,2021,21/FA,MA-125,N,C-,MATH.3
807769,,3.446,0,,MA-050,NC,,MATH.4
807769,,3.446,0,,MA-101,NC,,MATH.4
807769,,3.446,0,,MA-109,NC,,MATH.4
807769,,3.446,0,,MA-115,NC,,MATH.4
807769,,3.446,2010,10/FA,MA-125,N,C+,MATH.4
1008452,,3.685,0,,MA-050,NC,,MATH.3
1008452,,3.685,0,,MA-101,NC,,MATH.3
1008452,,3.685,2014,14/FA,MA-109,N,A,MATH.3
1008452,,3.685,2014,15/SP,MA-125,N,A,MATH.3
756846,,3.338,0,,MA-050,NC,,MATH.3
756846,,3.338,0,,MA-101,NC,,MATH.3
756846,,3.338,2009,09/FA,MA-115,N,A-,MATH.3
756846,,3.338,2012,12/FA,MA-125,N,B-,MATH.3
1198305,HE,3.637,0,,MA-050,NC,,MATH.4
1198305,HE,3.637,0,,MA-101,NC,,MATH.4
1198305,HE,3.637,0,,MA-109,NC,,MATH.4
1198305,HE,3.637,0,,MA-115,NC,,MATH.4
1198305,HE,3.637,2019,19/FA,MA-125,N,B,MATH.4
885054,,2.82,0,,MA-050,NC,,MATH.3
885054,,2.82,0,,MA-101,NC,,MATH.3
885054,,2.82,2012,12/FA,MA-109,N,C,MATH.3
885054,,2.82,2012,13/SP,MA-125,N,D+,MATH.3
885054,,2.82,2013,13/FA,MA-125,N,C,MATH.3
824277,,3.635,0,,MA-050,NC,,MATH.4
824277,,3.635,0,,MA-101,NC,,MATH.4
824277,,3.635,0,,MA-109,NC,,MATH.4
824277,,3.635,0,,MA-115,NC,,MATH.4
824277,,3.635,2011,11/FA,MA-105,N,A,MATH.4
824277,,3.635,2013,13/FA,MA-125,N,B,MATH.4
1239605,CS,3.343,0,,MA-050,NC,,MATH.3
1239605,CS,3.343,0,,MA-101,NC,,MATH.3
1239605,CS,3.343,2020,20/FA,MA-125,N,C,MATH.3
1050961,,3.584,0,,MA-050,NC,,MATH.4
1050961,,3.584,0,,MA-101,NC,,MATH.4
1050961,,3.584,0,,MA-109,NC,,MATH.4
1050961,,3.584,0,,MA-115,NC,,MATH.4
1050961,,3.584,2015,15/FA,MA-125,N,B,MATH.4
776250,,3.676,0,,MA-050,NC,,MATH.4
776250,,3.676,0,,MA-101,NC,,MATH.4
776250,,3.676,0,,MA-109,NC,,MATH.4
776250,,3.676,0,,MA-115,NC,,MATH.4
776250,,3.676,2010,10/FA,MA-125,N,C+,MATH.4
879425,,3.847,0,,MA-050,NC,,MATH.4
879425,,3.847,0,,MA-101,NC,,MATH.4
879425,,3.847,0,,MA-109,NC,,MATH.4
879425,,3.847,0,,MA-115,NC,,MATH.4
879425,,3.847,2012,12/FA,MA-125,N,A,MATH.4
1305143,MA,3.857,0,,MA-050,NC,,MATH.4
,HON,,,,,,,
1305143,MA,3.857,0,,MA-101,NC,,MATH.4
,HON,,,,,,,
1305143,MA,3.857,0,,MA-109,NC,,MATH.4
,HON,,,,,,,
1305143,MA,3.857,0,,MA-115,NC,,MATH.4
,HON,,,,,,,
1305143,MA,3.857,2020,20/FA,MA-125,N,A,MATH.4
,HON,,,,,,,
807158,,3.083,0,,MA-050,NC,,MATH.4
807158,,3.083,0,,MA-101,NC,,MATH.4
807158,,3.083,0,,MA-050,NC,,MATH.4
807158,,3.083,0,,MA-101,NC,,MATH.4
807158,,3.083,0,,MA-109,NC,,MATH.4
807158,,3.083,0,,MA-115,NC,,MATH.4
807158,,3.083,2011,11/FA,MA-125,N,C+,MATH.4
819368,,3.655,0,,MA-050,NC,,MATH.4
819368,,3.655,0,,MA-101,NC,,MATH.4
819368,,3.655,0,,MA-109,NC,,MATH.4
819368,,3.655,0,,MA-115,NC,,MATH.4
819368,,3.655,2011,11/FA,MA-125,N,A,MATH.4
756415,,2.864,0,,MA-050,NC,,MATH.4P
756415,,2.864,0,,MA-101,NC,,MATH.4P
756415,,2.864,0,,MA-109,NC,,MATH.4P
756415,,2.864,0,,MA-115,NC,,MATH.4P
756415,,2.864,2009,09/FA,MA-125,D,W,MATH.4P
756415,,2.864,2010,11/SP,MA-125,N,B-,MATH.4P
1181987,EN,2.681,0,,MA-050,NC,,MATH.4
1181987,EN,2.681,0,,MA-101,NC,,MATH.4
1181987,EN,2.681,0,,MA-109,NC,,MATH.4
1181987,EN,2.681,0,,MA-115,NC,,MATH.4
1181987,EN,2.681,2019,20/SP,MA-125,N,B-,MATH.4
901222,,0,0,,MA-050,NC,,MATH.4
901222,,0,0,,MA-101,NC,,MATH.4
901222,,0,0,,MA-109,NC,,MATH.4
901222,,0,0,,MA-115,NC,,MATH.4
901222,,0,2012,12/FA,MA-125,W,W,MATH.4
1027414,,4,2013,14/SB,MA-125,N,A,
833227,,2.588,0,,MA-050,NC,,MATH.4
833227,,2.588,0,,MA-101,NC,,MATH.4
833227,,2.588,0,,MA-109,NC,,MATH.4
833227,,2.588,0,,MA-115,NC,,MATH.4
833227,,2.588,2012,13/SP,MA-125,N,C-,MATH.4
975518,,3.824,0,,MA-050,NC,,MATH.4
975518,,3.824,0,,MA-101,NC,,MATH.4
975518,,3.824,0,,MA-109,NC,,MATH.4
975518,,3.824,0,,MA-115,NC,,MATH.4
975518,,3.824,2015,15/FA,MA-125,N,A-,MATH.4
1059627,,3.707,0,,MA-050,NC,,MATH.4
1059627,,3.707,0,,MA-101,NC,,MATH.4
1059627,,3.707,0,,MA-109,NC,,MATH.4
1059627,,3.707,0,,MA-115,NC,,MATH.4
1059627,,3.707,2015,15/FA,MA-125,A,B-,MATH.4
1059627,,3.707,2017,17/FA,MA-105,N,A,MATH.4
1255437,CE,3.688,0,,MA-050,NC,,MATH.4
1255437,CE,3.688,0,,MA-101,NC,,MATH.4
1255437,CE,3.688,0,,MA-109,NC,,MATH.4
1255437,CE,3.688,0,,MA-115,NC,,MATH.4
1255437,CE,3.688,2018,18/FA,MA-125,N,A,MATH.4
1105148,,3.194,0,,MA-050,NC,,MATH.4
1105148,,3.194,0,,MA-101,NC,,MATH.4
1105148,,3.194,0,,MA-109,NC,,MATH.4
1105148,,3.194,0,,MA-115,NC,,MATH.4
1105148,,3.194,2017,18/SP,MA-125,N,B+,MATH.4
851293,,3.642,0,,MA-050,NC,,MATH.4
851293,,3.642,0,,MA-101,NC,,MATH.4
851293,,3.642,0,,MA-109,NC,,MATH.4
851293,,3.642,0,,MA-115,NC,,MATH.4
851293,,3.642,2011,11/FA,MA-125,A,C-,MATH.4
851293,,3.642,2013,13/FA,MA-125,N,A,MATH.4
1288304,MA,3.627,0,,MA-050,NC,,MATH.4
,EDS,,,,,,,
,HON,,,,,,,
1288304,MA,3.627,0,,MA-101,NC,,MATH.4
,EDS,,,,,,,
,HON,,,,,,,
1288304,MA,3.627,0,,MA-109,NC,,MATH.4
,EDS,,,,,,,
,HON,,,,,,,
1288304,MA,3.627,0,,MA-115,NC,,MATH.4
,EDS,,,,,,,
,HON,,,,,,,
1288304,MA,3.627,2019,19/FA,MA-125,N,A,MATH.4
,EDS,,,,,,,
,HON,,,,,,,
741060,,2.577,0,,MA-050,NC,,MATH.4
741060,,2.577,0,,MA-101,NC,,MATH.4
741060,,2.577,0,,MA-109,NC,,MATH.4
741060,,2.577,0,,MA-115,NC,,MATH.4
741060,,2.577,2010,10/FA,MA-125,N,C-,MATH.4
1113186,,3.914,0,,MA-050,NC,,MATH.4
1113186,,3.914,0,,MA-101,NC,,MATH.4
1113186,,3.914,0,,MA-109,NC,,MATH.4
1113186,,3.914,0,,MA-115,NC,,MATH.4
1113186,,3.914,2016,16/FA,MA-125,N,A,MATH.4
1026855,,3.174,0,,MA-050,NC,,MATH.3
1026855,,3.174,0,,MA-101,NC,,MATH.3
1026855,,3.174,2015,15/FA,MA-109,N,C,MATH.3
1026855,,3.174,2015,16/SP,MA-125,D,W,MATH.3
832498,,3.424,0,,MA-050,NC,,MATH.4
832498,,3.424,0,,MA-101,NC,,MATH.4
832498,,3.424,0,,MA-109,NC,,MATH.4
832498,,3.424,0,,MA-115,NC,,MATH.4
832498,,3.424,2011,12/SP,MA-125,N,B-,MATH.4
1259568,,2.032,0,,MA-050,NC,,MATH.3
1259568,,2.032,0,,MA-101,NC,,MATH.3
1259568,,2.032,2018,18/FA,MA-109,N,C+,MATH.3
1259568,,2.032,2018,19/SP,MA-125,N,F,MATH.3
1291826,,3.518,0,,MA-050,NC,,MATH.4
1291826,,3.518,0,,MA-101,NC,,MATH.4
1291826,,3.518,0,,MA-109,NC,,MATH.4
1291826,,3.518,0,,MA-115,NC,,MATH.4
1291826,,3.518,2019,19/FA,MA-125,N,B,MATH.4
1324070,CE,3.636,0,,MA-050,NC,,MATH.4
,HON,,,,,,,
1324070,CE,3.636,0,,MA-101,NC,,MATH.4
,HON,,,,,,,
1324070,CE,3.636,0,,MA-109,NC,,MATH.4
,HON,,,,,,,
1324070,CE,3.636,0,,MA-115,NC,,MATH.4
,HON,,,,,,,
1324070,CE,3.636,2021,21/FA,MA-125,N,A-,MATH.4
,HON,,,,,,,
804140,,2.729,0,,MA-050,NC,,MATH.4
804140,,2.729,0,,MA-101,NC,,MATH.4
804140,,2.729,0,,MA-109,NC,,MATH.4
804140,,2.729,0,,MA-115,NC,,MATH.4
804140,,2.729,2012,12/FA,MA-125,N,C-,MATH.4
1024053,,3.7,2013,14/SB,MA-125,N,A-,
843189,,3.141,2014,15/SP,MA-101,TR,T,
843189,,3.141,2014,15/SP,MA-125,D,W,
843189,,3.141,2014,15/SP,MA-109,TR,T,
1023314,,4,2013,14/SB,MA-125,N,A,
1175035,CE,3.534,0,,MA-050,NC,,MATH.4
1175035,CE,3.534,0,,MA-101,NC,,MATH.4
1175035,CE,3.534,0,,MA-109,NC,,MATH.4
1175035,CE,3.534,0,,MA-115,NC,,MATH.4
1175035,CE,3.534,2018,18/FA,MA-115,N,A,MATH.4
1175035,CE,3.534,2019,19/FA,MA-125,N,B,MATH.4
1160759,,2.893,0,,MA-050,NC,,MATH.4
1160759,,2.893,0,,MA-101,NC,,MATH.4
1160759,,2.893,0,,MA-109,NC,,MATH.4
1160759,,2.893,0,,MA-115,NC,,MATH.4
1160759,,2.893,2017,17/FA,MA-125,N,D,MATH.4
1160759,,2.893,2017,18/SP,MA-125,N,B,MATH.4
1034858,,3.192,0,,MA-050,NC,,MATH.4
1034858,,3.192,0,,MA-101,NC,,MATH.4
1034858,,3.192,0,,MA-109,NC,,MATH.4
1034858,,3.192,0,,MA-115,NC,,MATH.4
1034858,,3.192,2015,16/SP,MA-125,N,C-,MATH.4
1268647,MA,3.73,0,,MA-050,NC,,MATH.4
,EDE,,,,,,,
,HON,,,,,,,
1268647,MA,3.73,0,,MA-101,NC,,MATH.4
,EDE,,,,,,,
,HON,,,,,,,
1268647,MA,3.73,0,,MA-109,NC,,MATH.4
,EDE,,,,,,,
,HON,,,,,,,
1268647,MA,3.73,0,,MA-115,NC,,MATH.4
,EDE,,,,,,,
,HON,,,,,,,
1268647,MA,3.73,2020,20/FA,MA-125,N,A-,MATH.4
,EDE,,,,,,,
,HON,,,,,,,
860331,,2.214,2011,11/FA,MA-101,TR,T,
860331,,2.214,2011,11/FA,MA-125,N,C-,
860331,,2.214,2011,11/FA,MA-109,TR,T,
918493,,2.778,2015,15/FA,MA-101,TR,T,
918493,,2.778,2015,15/FA,MA-125,N,B-,
918493,,2.778,2015,15/FA,MA-109,TR,T,
827563,,3.882,0,,MA-050,NC,,MATH.4
827563,,3.882,0,,MA-101,NC,,MATH.4
827563,,3.882,0,,MA-109,NC,,MATH.4
827563,,3.882,0,,MA-115,NC,,MATH.4
827563,,3.882,2012,13/SP,MA-125,N,A,MATH.4
883417,,3.941,0,,MA-050,NC,,MATH.4
883417,,3.941,0,,MA-101,NC,,MATH.4
883417,,3.941,0,,MA-109,NC,,MATH.4
883417,,3.941,0,,MA-115,NC,,MATH.4
883417,,3.941,2011,12/SP,MA-125,N,B+,MATH.4
786399,,2.981,0,,MA-050,NC,,MATH.3
786399,,2.981,0,,MA-101,NC,,MATH.3
786399,,2.981,2010,10/FA,MA-115,N,A,MATH.3
786399,,2.981,2010,11/SP,MA-125,N,C-,MATH.3
833920,,3.81,0,,MA-050,NC,,MATH.4
833920,,3.81,0,,MA-101,NC,,MATH.4
833920,,3.81,0,,MA-109,NC,,MATH.4
833920,,3.81,0,,MA-115,NC,,MATH.4
833920,,3.81,2013,13/FA,MA-125,N,A-,MATH.4
1310306,EY,3.106,0,,MA-050,NC,,MATH.4
1310306,EY,3.106,0,,MA-101,NC,,MATH.4
1310306,EY,3.106,0,,MA-109,PR,,MATH.4
1310306,EY,3.106,0,,MA-115,NC,,MATH.4
1310306,EY,3.106,0,,MA-109,TR,T,MATH.4
1310306,EY,3.106,0,,MA-125,TR,T,MATH.4
1310306,EY,3.106,2020,20/FA,MA-125,N,P,MATH.4
1275699,,3.186,0,,MA-050,NC,,MATH.4
1275699,,3.186,0,,MA-101,NC,,MATH.4
1275699,,3.186,0,,MA-109,NC,,MATH.4
1275699,,3.186,0,,MA-115,NC,,MATH.4
1275699,,3.186,2019,19/FA,MA-125,D,W,MATH.4
1163543,,3.966,0,,MA-050,NC,,MATH.4
1163543,,3.966,0,,MA-101,NC,,MATH.4
1163543,,3.966,0,,MA-109,NC,,MATH.4
1163543,,3.966,0,,MA-115,NC,,MATH.4
1163543,,3.966,2017,17/FA,MA-125,N,A,MATH.4
1303266,EY,3.702,0,,MA-050,NC,,MATH.4
1303266,EY,3.702,0,,MA-101,NC,,MATH.4
1303266,EY,3.702,0,,MA-109,NC,,MATH.4
1303266,EY,3.702,0,,MA-115,NC,,MATH.4
1303266,EY,3.702,2020,20/FA,MA-125,N,A-,MATH.4
1086308,,3.73,0,,MA-050,NC,,MATH.3
1086308,,3.73,0,,MA-101,NC,,MATH.3
1086308,,3.73,2016,16/FA,MA-109,N,A-,MATH.3
1086308,,3.73,2016,17/SP,MA-125,N,A,MATH.3
1237744,,3.647,0,,MA-050,NC,,MATH.4
1237744,,3.647,0,,MA-101,NC,,MATH.4
1237744,,3.647,0,,MA-109,NC,,MATH.4
1237744,,3.647,0,,MA-115,NC,,MATH.4
1237744,,3.647,2018,18/FA,MA-125,N,C,MATH.4
893107,,2.3,2013,14/SB,MA-125,N,C+,
771382,,3.281,0,,MA-050,NC,,MATH.2P
771382,,3.281,2009,09/FA,MA-101,N,B+,MATH.2P
771382,,3.281,2009,10/SA,MA-109,TR,T,MATH.2P
771382,,3.281,2010,10/FA,MA-125,N,B,MATH.2P
886829,,3.07,0,,MA-050,NC,,MATH.4
886829,,3.07,0,,MA-101,NC,,MATH.4
886829,,3.07,0,,MA-109,NC,,MATH.4
886829,,3.07,0,,MA-115,NC,,MATH.4
886829,,3.07,2012,13/SP,MA-125,N,A,MATH.4
1057940,,2.795,0,,MA-050,NC,,MATH.3
1057940,,2.795,0,,MA-101,NC,,MATH.3
1057940,,2.795,2015,15/FA,MA-115,N,B,MATH.3
1057940,,2.795,2015,16/SP,MA-125,N,C-,MATH.3
840377,,3.671,0,,MA-050,NC,,MATH.4
840377,,3.671,0,,MA-101,NC,,MATH.4
840377,,3.671,0,,MA-109,NC,,MATH.4
840377,,3.671,0,,MA-115,NC,,MATH.4
840377,,3.671,2012,12/FA,MA-125,N,A,MATH.4
1124750,,2.762,0,,MA-050,NC,,MATH.4
1124750,,2.762,0,,MA-101,NC,,MATH.4
1124750,,2.762,0,,MA-109,NC,,MATH.4
1124750,,2.762,0,,MA-115,NC,,MATH.4
1124750,,2.762,0,,MA-125,NC,,MATH.4
1124750,,2.762,2017,17/FA,MA-125,N,A,MATH.4
1144632,,2.289,0,,MA-050,NC,,MATH.3
1144632,,2.289,0,,MA-101,NC,,MATH.3
1144632,,2.289,2018,18/FA,MA-109,N,C-,MATH.3
1144632,,2.289,2018,19/SP,MA-125,D,W,MATH.3
744980,,1.825,0,,MA-050,NC,,MATH.4P
744980,,1.825,0,,MA-101,NC,,MATH.4P
744980,,1.825,0,,MA-109,NC,,MATH.4P
744980,,1.825,0,,MA-115,NC,,MATH.4P
744980,,1.825,2010,10/FA,MA-125,N,C-,MATH.4P
1165676,,2.914,0,,MA-050,NC,,MATH.2
1165676,,2.914,2017,17/FA,MA-101,N,A,MATH.2
1165676,,2.914,2017,18/SP,MA-109,N,B-,MATH.2
1165676,,2.914,2018,18/FA,MA-125,N,D-,MATH.2
1165676,,2.914,2018,19/SP,MA-125,N,D+,MATH.2
1165676,,2.914,2018,19/SB,MA-125,N,B+,MATH.2
792262,,2.763,0,,MA-050,NC,,MATH.4
792262,,2.763,0,,MA-101,NC,,MATH.4
792262,,2.763,0,,MA-109,NC,,MATH.4
792262,,2.763,0,,MA-115,NC,,MATH.4
792262,,2.763,2010,10/FA,MA-125,N,A-,MATH.4
1018062,,0,2015,15/FA,MA-125,N,C-,
1230292,CS,3.703,0,,MA-050,NC,,MATH.4
1230292,CS,3.703,0,,MA-101,NC,,MATH.4
1230292,CS,3.703,0,,MA-109,NC,,MATH.4
1230292,CS,3.703,0,,MA-115,NC,,MATH.4
1230292,CS,3.703,2018,18/FA,MA-125,N,B,MATH.4
1326819,SE,1.175,0,,MA-050,NC,,MATH.4
1326819,SE,1.175,0,,MA-101,NC,,MATH.4
1326819,SE,1.175,0,,MA-105,NC,,MATH.4
1326819,SE,1.175,0,,MA-109,NC,,MATH.4
1326819,SE,1.175,0,,MA-115,NC,,MATH.4
1326819,SE,1.175,2021,21/FA,MA-125,D,W,MATH.4
1132741,,3.246,0,,MA-050,NC,,MATH.4
1132741,,3.246,0,,MA-101,NC,,MATH.4
1132741,,3.246,0,,MA-109,NC,,MATH.4
1132741,,3.246,0,,MA-115,NC,,MATH.4
1132741,,3.246,2016,16/FA,MA-125,N,C-,MATH.4
1100841,,3.48,0,,MA-050,NC,,MATH.3
1100841,,3.48,0,,MA-101,NC,,MATH.3
1100841,,3.48,2016,17/SP,MA-109,N,A,MATH.3
1100841,,3.48,2019,19/FA,MA-125,D,W,MATH.3
1100841,,3.48,2020,20/FA,MA-125,D,W,MATH.3
1141946,,3.763,0,,MA-050,NC,,MATH.4
1141946,,3.763,0,,MA-101,NC,,MATH.4
1141946,,3.763,0,,MA-109,NC,,MATH.4
1141946,,3.763,0,,MA-115,NC,,MATH.4
1141946,,3.763,2017,17/FA,MA-125,A,A,MATH.4
1034492,,2.7,2013,14/SB,MA-125,N,B-,
810757,,3.726,0,,MA-050,NC,,MATH.3
810757,,3.726,0,,MA-101,NC,,MATH.3
810757,,3.726,2011,12/SA,MA-109,TR,T,MATH.3
810757,,3.726,2013,13/FA,MA-125,N,B+,MATH.3
1046303,EDPR,3.82,0,,MA-050,NC,,MATH.4
1046303,EDPR,3.82,0,,MA-101,NC,,MATH.4
1046303,EDPR,3.82,0,,MA-109,NC,,MATH.4
1046303,EDPR,3.82,0,,MA-115,NC,,MATH.4
1046303,EDPR,3.82,2015,15/FA,MA-125,N,A,MATH.4
1137734,BY,3.122,0,,MA-050,NC,,MATH.4
1137734,BY,3.122,0,,MA-101,NC,,MATH.4
1137734,BY,3.122,0,,MA-109,NC,,MATH.4
1137734,BY,3.122,0,,MA-115,NC,,MATH.4
1137734,BY,3.122,2016,17/SP,MA-125,D,W,MATH.4
830516,,3.295,0,,MA-050,NC,,MATH.4
830516,,3.295,0,,MA-101,NC,,MATH.4
830516,,3.295,0,,MA-109,NC,,MATH.4
830516,,3.295,0,,MA-115,NC,,MATH.4
830516,,3.295,2011,11/FA,MA-125,N,C+,MATH.4
1186660,,2.27,0,,MA-050,NC,,MATH.4
1186660,,2.27,0,,MA-101,NC,,MATH.4
1186660,,2.27,0,,MA-109,NC,,MATH.4
1186660,,2.27,0,,MA-115,NC,,MATH.4
1186660,,2.27,2017,17/FA,MA-125,N,B+,MATH.4
1218375,CS,3.5,2019,19/FA,MA-105,TR,T,
1218375,CS,3.5,2019,19/FA,MA-109,TR,T,
1218375,CS,3.5,2019,19/FA,MA-125,N,C,
1160525,DS,3.262,0,,MA-050,NC,,MATH.4
1160525,DS,3.262,0,,MA-101,NC,,MATH.4
1160525,DS,3.262,0,,MA-109,NC,,MATH.4
1160525,DS,3.262,0,,MA-115,NC,,MATH.4
1160525,DS,3.262,2017,17/FA,MA-125,N,A,MATH.4
1073547,,3.221,0,,MA-050,NC,,MATH.3
1073547,,3.221,0,,MA-101,NC,,MATH.3
1073547,,3.221,2017,17/FA,MA-115,N,B,MATH.3
1073547,,3.221,2017,18/SP,MA-125,D,W,MATH.3
